=================== 正面和负面 同时存在的词  ===================
34-ياخشى بولاتتى=正面=6.482103304319001
5364-غەيرىتىگە ئاپىرىن=负面=-10.325176199871628
5379-ھەرگىزمۇ يامان=负面=-4.372585560258052
5386-تىرىشچانلىقىڭىزغا رەھمەت=负面=-5.957548060979208
5508-يېزىقىمىزنى قوغداش=负面=-7.659595238942186
5579-تېخىمۇ ئۇزۇن=负面=-3.6356199660918462
5692-مەيدان يوق=负面=-5.957548060979208
5752-ئوتتۇرا بارمىقىنى=负面=-5.957548060979208
6266-يىلى تۇغۇلغان=负面=-4.07463273822103
6275-ئاجىز ئەمەس=负面=-8.120661269265435
6306-ياخشى ئوي=负面=-10.371633631621982
6434-بەك قىززىقىمەن=负面=-14.078209330244643
6444-ياخشى ئىشنىڭ=负面=-8.831481756717785
6487-ئاھاڭغا سېلىپ=负面=-9.300514145637358
6607-پۇرسەت بار=负面=-5.957548060979208
6679-ئادىتىم بار=负面=-8.120661269265435
6682-ياخشى ئوينا=负面=-3.6356199660918462
6707-سەۋەبچى بولغان=负面=-12.013232193556888
6816-يەنىمۇ زور=负面=-3.9575480609792084
6842-ياخشى سىياسەت=负面=-5.957548060979208
6983-رەسمىي يوسۇندا=负面=-9.986759982195696
7057-دىققەت قىلايلى=负面=-4.053874178054232
7112-ياخشى بولغۇدەك=负面=-9.861229100111837
7182-ياخشى شېئىر=负面=-11.617143299921395
7266-ئاق رەڭنى=负面=-10.939071394808757
7307-بەك چە=负面=-9.013232193556886
7405-يېرى يوق=负面=-12.820706327914127
7490-شېئىر ئىكەن=负面=-5.659595238942186
7532-ئىنكاس يازىدىغان=负面=-8.818777161091043
7746-چېغى دەپ=负面=-5.401797481474539
7830-ئەڭ جانلىق=负面=-8.120661269265435
7999-ئاز ئەمەس=负面=-9.036016327774888
8058-ئۇچۇن ئۇن=负面=-9.300514145637358
8141-يۈرەكسىز دادىل=负面=-8.120661269265435
8142-دادىل ئەمەس=负面=-8.120661269265435
8143-ئىگىلىك تىكلەش=负面=-2.9219241512484864
8159-ئەزاسى بولۇش=负面=-3.9575480609792084
8297-پۇرسەت بولسا=负面=-5.957548060979208
8342-ياخشى بولغىنى=负面=-8.198264087389408
8365-پاناھ تىلەيمەن=负面=-14.149083534470696
8436-ئوبدان پۇرسەت=负面=-5.957548060979208
8437-پۇرسەت بولدى=负面=-5.957548060979208
8460-مەيداندا تۇرۇپ=负面=-8.910138700592784
8474-مىكرو ھىكايە=负面=-5.957548060979208
8506-خاپا بولماي=负面=-1.372585560258052
8510-ھەيران قاپتىمەن=负面=-2.957548060979208
8613-قېرىپ قالدى=负面=-10.325176199871628
8948-ئىش بۇپتۇ=负面=-8.861229100111837
9004-دوسلارنىڭ قوللاپ=负面=-4.957548060979208
9061-ئىتىراپ قىلىپ=负面=-4.372585560258052
9106-ھىجايغان چىراي=负面=-3.6356199660918462
9164-قارا رەڭلىك=负面=-4.9575480609792075
9221-بىلىمى بارلار=负面=-4.372585560258052
9231-بىلەت تاشلاڭ=负面=-2.0506574653706897
9388-ئۆچ ئېلىشى=负面=-8.84925645844576
9406-ۋاقىتلار ئىدى=负面=-8.84925645844576
9479-نورمال بولغىنى=负面=-5.337667144054824
9686-كۆك ئاسمان=负面=-3.372585560258052
9689-ياخشى چىقاتتى=负面=-7.659595238942186
9783-ئەڭ ئاقىلانىلىك=负面=-6.535698768544279
9788-بىرتەرەپ قىلىشى=负面=-5.957548060979208
9865-كىتاپ قىلىپ=负面=-5.659595238942186
9930-مەيدانغا كىرىش=负面=-9.09569435374886
9956-تىخى ياش=负面=-6.535698768544279
10070-شەھەرگە كەل=负面=-4.957548060979208
10078-مۇمكىنچىلىكى بار=负面=-5.659595238942186
10100-تېخنىكا دىگەن=负面=-3.6356199660918462
10153-ئۇتۇق قازانغان=负面=-2.787623059536896
10206-ياخشى ئويناۋاتىدۇ=负面=-5.957548060979208
10281-ھەي ئىسىت=负面=-4.957548060979208
10339-قولىدىن كېلىدىغان=负面=-7.715551644916201
10367-پەيدا قىلىپ=负面=-10.367180525262063
10394-كۆپ بولسا=负面=-2.959155520801094
10501-چوڭ ئىشلارغا=负面=-5.957548060979208
10517-يېڭى كىيىم=负面=-8.078209330244643
10518-كىيىم كىيىش=负面=-3.9575480609792084
10534-ئىلىم ساھىبى=负面=-5.957548060979208
10548-باشتىن تارتىپ=负面=-4.957548060979208
10566-ئۇلىنىش قىلىپ=负面=-5.337667144054824
10624-گەپ قىلماس=负面=-7.27626659939068
10678-ئاساسى بار=负面=-7.993023328207932
10700-ئەڭ گۈللەنگەن=负面=-7.27626659939068
10737-پۇرسەتنى كەتكۈزۈپ=负面=-5.957548060979208
10739-رەسىمىنى يوللاشقا=负面=-8.120661269265435
10748-دىققەت قىلسا=负面=-3.420221551124343
10781-داۋاملىق دىققەت=负面=-8.120661269265435
10922-خاتا ئەمەس=负面=-5.54411802152225
10964-تەكلىپ قىلسا=负面=-10.774383041732591
11085-سۆز چۈشۈپ=负面=-12.124263505945631
11128-دۇنياغا ئاز=负面=-10.885476646358514
11153-ئۈستىدىن غالىپ=负面=-21.36131370894003
11154-غالىپ كىلىپ=负面=-12.52019218227677
11164-نەرسە بار=负面=-1.6356199660918458
11184-جىق بولۇپ=负面=-3.9575480609792084
11196-تەييارلا تۇرغان=负面=-5.957548060979208
11217-ساپ ھاۋالىق=负面=-15.258062206616566
11236-تۈسىنى ئالغان=负面=-13.052706992550505
11245-پەرەز قىلىپ=负面=-4.257108342838116
11393-قالايمىقان بولۇپ=负面=-8.861229100111837
11416-كۆپرەك پىكىر=负面=-7.244557739663342
11503-نۇرلۇق چىراق=负面=-3.9575480609792084
11509-توپ ئۇرۇش=负面=-3.1501931389216042
11521-جەننەتتە بولسۇن=负面=-5.712837260219166
11528-ئالتۇن دەۋرى=负面=-7.120661269265434
11553-ياخشى ئەمەسمۇ=负面=-1.787623059536896
11629-سەل ئاجىز=负面=-8.120661269265435
11685-شۇم خەۋەر=负面=-5.715551644916201
11777-تەسىر قىلمايدىغان=负面=-7.120661269265434
11803-زاھىر بولغۇسى=负面=-5.957548060979208
11806-ساھەسىدە مىللى=负面=-7.659595238942186
11941-بەرداشلىق بىرەلمەيدۇ=负面=-7.120661269265434
11968-ئامال قىلىپ=负面=-5.27729329703677
11979-ئاددىي ئەمەس=负面=-5.957548060979208
12094-ئەزا بۇلۇپ=负面=-2.957548060979208
12097-يىڭى ئەزا=负面=-1.9575480609792084
12153-ئوبدان بىلىمەن=负面=-8.300514145637358
12219-ياخشى خەۋەرلەر=负面=-4.150193138921605
12282-تىرىشقانلارغا مەنسۇپ=负面=-5.957548060979208
12404-ھازىرقى باھاسى=负面=-4.372585560258052
12436-تېتىقسىز لاۋزا=负面=-11.598194694278043
12451-ئىجادىي ئەمگەك=负面=-4.957548060979208
12750-تولىمۇ ئېچىنىشلىق=负面=-6.659595238942186
12765-ياخشى بولسا=负面=-1.4339861049221954
12792-ئايان بولدى=负面=-5.659595238942186
12804-ئوچۇق ئاشكارا=负面=-2.957548060979208
12806-تىجارەت قىلىدىغان=负面=-11.931251890349458
12876-سەبىر تىلەيمەن=负面=-8.198264087389408
12880-كىيىم كىيىشنى=负面=-4.957548060979208
12951-ۋاتىدۇ دىسە=负面=-1.787623059536896
12983-بار گەپ=负面=-6.003248104984265
12994-يامان ئىكەن=负面=-4.957548060979208
13067-ئۇچۇق قىلسۇن=负面=-11.52019218227677
13137-يولغا سالدى=负面=-4.957548060979208
13251-چىن كۆڭلۈمدىن=负面=-2.5652306382004477
13262-ئاۋارە قىلىدىغان=负面=-9.258062206616566
13299-مەسلە ئەمەس=负面=-5.957548060979208
13307-شۈك بولۇپ=负面=-4.372585560258052
13324-تەشەككۈرلەر بولسۇن=负面=-8.120661269265435
13359-زىچ مۇناسىۋەتلىك=负面=-4.773766258861497
13402-ھۆرمەت قىلغانلىق=负面=-6.659595238942186
13435-كۆڭۈل بۆلەيلى=负面=-8.563548551471152
13495-ئاللاھ بىلىدۇ=负面=-4.950736267823123
13526-پۇرسەت بولمىدى=负面=-5.957548060979208
13544-خەۋەرلەرنى يوللاپ=负面=-7.861229100111837
13553-تېمىنى تولۇق=负面=-7.659595238942186
13644-يېرىم يولدا=负面=-3.1501931389216042
13665-تەشۋىق قىلىشقا=负面=-2.957548060979208
13729-ياخشى بولىشى=负面=-2.957548060979208
13743-خەۋەردار قىلىپ=负面=-3.1501931389216042
13750-ئالدىغا سۈرۈلدى=负面=-11.375802272941595
13786-ئادەم چىشلىگىنى=负面=-7.659595238942186
13855-يېرى جەننەتتە=负面=-12.486805591360689
13898-ئۇلۇغ ئىنسان=负面=-25.921529547325505
13902-يولىغا ماڭغان=负面=-4.957548060979208
13970-خاتا چۈشىنىش=负面=-3.6356199660918462
13983-تارىختىن تارتىپ=负面=-5.957548060979208
14073-يەنىمۇ ياخشى=负面=-9.885476646358514
14100-قىممەتلىك پۇرسەت=负面=-5.957548060979208
14111-ماشىنا ھەيدەپ=负面=-2.1501931389216042
14444-تاماق يىگەن=负面=-4.372585560258052
14555-ناھايىتى چوڭقۇر=负面=-9.198264087389408
14599-پۈتۈن ئاۋام=负面=-5.957548060979208
14608-يىللىق توختام=负面=-8.264293957724604
14651-بەك ئاجىز=负面=-8.120661269265435
14734-تىز چىكىنىپ=负面=-6.0746327382210294
14806-خاتىرجەم مۇسابىقە=负面=-5.957548060979208
14911-چوڭقۇر بولغان=负面=-6.535698768544279
15094-كۈنلا قالدى=负面=-3.6356199660918462
15130-كۆپ قىسىملىق=负面=-2.1501931389216042
15228-مەۋجۈت بولغان=负面=-8.97370382937025
15229-ۋاز كىچىش=负面=-3.372585560258052
15297-ئاز بولغان=负面=-1.565230638200448
15316-ئېغىر كۆرمەي=负面=-2.4981164423419107
15374-ئاچچىقى يامان=负面=-3.6356199660918462
15385-سەت ئامراق=负面=-5.957548060979208
15386-ئامراق مۇ=负面=-4.372585560258052
15393-سەت تۇرىدۇ=负面=-5.957548060979208
15433-خېلى چۈشىنىدۇ=负面=-5.957548060979208
15554-دىققەت قىلماي=负面=-4.2173729103371125
15556-ۋاي ئېسىت=负面=-4.372585560258052
15558-قولدىن چىقارماسلىق=负面=-8.120661269265435
15583-ساختا پۇل=负面=-9.97370382937025
15658-كۆزۈمدىن يوقال=负面=-5.957548060979208
15712-چوڭ خاتالىق=负面=-12.82038462091293
15721-ناپاك بولۇپ=负面=-12.680656854470016
15770-بوزەك بولما=负面=-7.861229100111837
15851-ھوقۇقىڭىز بار=负面=-7.986759982195696
15890-ئېنىق دەپ=负面=-4.957548060979208
15950-لەنەت بولسۇن=负面=-6.715551644916201
15952-قان قىلغۇچى=负面=-8.861229100111837
15953-بىللە بولغان=负面=-9.013232193556886
15983-قۇربان بولغان=负面=-1.8700852197288689
15995-چۈشۈمگە كىرىپ=负面=-4.957548060979208
16027-ئاللاھتىن كەلدۇق=负面=-6.978586050749995
16028-ئاللاھقا قايتىمىز=负面=-7.300514145637358
16052-ساراڭ ساراڭ=负面=-9.910138700592784
16066-يولدىن چىقىپ=负面=-3.6356199660918462
16113-كۆڭلىگە ئازار=负面=-17.42117541490279
16139-بۈگۈن ئەسلى=负面=-6.659595238942186
16267-ھېسابقا ئالمىغاندىمۇ=负面=-11.375802272941595
16273-سىياسەت چىقتى=负面=-5.957548060979208
16275-يەرگە ئېسىپ=负面=-5.957548060979208
16278-سەت لاۋزا=负面=-5.957548060979208
16279-لاۋزا تىتىقسىز=负面=-5.957548060979208
16283-قالايمىقانچىلىق ئىچىدە=负面=-8.861229100111837
16284-ئىچىدە تۇرۇۋاتىدۇ=负面=-8.861229100111837
16285-ئىراق ئۇرۇشىدىن=负面=-8.861229100111837
16286-ئىسمىنى قوشتى=负面=-8.861229100111837
16293-بەكلا ئاستا=负面=-11.252976917456783
16294-ئاستا تۇرىدا=负面=-5.957548060979208
16296-سەت ئىچىم=负面=-5.957548060979208
16323-ئاي بوپتۇ=负面=-7.325176199871627
16332-خاتالىقى باكەن=负面=-7.659595238942186
16343-قولىمىزدىن كېلىشىچە=负面=-3.9575480609792084
16359-تىلگىرافنىڭ يېڭى=负面=-11.598194694278043
16360-يېڭى ئېلانىكەن=负面=-11.598194694278043
16361-بەك تېتىقسىز=负面=-16.672827432499073
16362-تېتىقسىز ھېس=负面=-11.598194694278043
16363-يولۋاس بولىمەن=负面=-11.598194694278043
16364-ئىت بولۇپ=负面=-10.598194694278043
16425-كونا تەرجىمىنى=负面=-9.986759982195696
16427-تەشەببۇس قىلىمەن=负面=-6.079869386587177
16428-ئاز كۈندىن=负面=-16.31008181027687
16429-قانۇنسىز دىنىي=负面=-9.986759982195696
16447-خاتالىق باركەن=负面=-7.659595238942186
16478-ئوبدانلا ئىملا=负面=-7.659595238942186
16487-گەپ خاتا=负面=-6.659595238942186
16500-خاتا يېزىلىپ=负面=-4.337667144054824
16538-ئۆچ بولىدىغان=负面=-5.957548060979208
16550-گەپ قىلىدىغانلار=负面=-7.861229100111837
16552-قالايمىقان گەپ=负面=-8.861229100111837
16556-قولدىن بېرىپ=负面=-2.957548060979208
16559-چوڭ گۇناھ=负面=-2.372585560258052
16661-ئايتۈنۈزخانىدا خاتالىق=负面=-7.659595238942186
16662-خاتالىق ئۆچ=负面=-7.659595238942186
16690-بەك قاتتىق=负面=-5.121288273034223
16696-خەت نورمال=负面=-3.852240316884582
16739-نورمال ئەمەسقۇ=负面=-3.4896702374998734
16797-گەپ قىلاقىلمايلا=负面=-7.120661269265434
16811-ئادەملەر كۆپ=负面=-7.003248104984265
16820-بۇلغانغان زېھىنىمىز=负面=-5.957548060979208
16823-مېۋېسىنى كۆرسەتمەكتە=负面=-5.957548060979208
16845-خۇدايىم ساقلىسۇن=负面=-6.322922134203873
16865-خەت يازىدىغان=负面=-4.6595952389421855
16866-خەتنى يېزىۋاتقان=负面=-6.659595238942186
16871-مىكرو بىلوگىدا=负面=-5.980217136328924
16875-قولايسىز ھېس=负面=-10.375802272941595
16899-تور كۆرگۈچتە=负面=-5.0746327382210294
16939-گەپ قىلمىسا=负面=-5.401797481474539
16948-گۈدۈككە تىزىملاتقان=负面=-3.6356199660918462
16953-مۇساپىنى بېسىپ=负面=-6.659595238942186
16998-رۇخسەت سورىسا=负面=-5.957548060979208
17000-ساندانى ئىكەن=负面=-5.957548060979208
17012-بەخت ئىچىدە=负面=-4.957548060979208
17049-ھۇجۇم قىلىش=负面=-5.774383041732591
17059-تەس بولىدىغان=负面=-4.957548060979208
17063-دات بېسىپ=负面=-10.300514145637358
17074-راھىتى ئۇچۇن=负面=-5.957548060979208
17081-بىئارام بولۇپ=负面=-4.950736267823123
17112-ياش تۇرۇپ=负面=-14.22581595226336
17163-كۆپ ئادەملەر=负面=-3.7876230595368963
17185-ھالەتتە ياتقان=负面=-6.535698768544279
17212-باشقىلارنىڭ خاتالىقىغا=负面=-7.659595238942186
17270-قازانغا يولۇقساڭ=负面=-11.013232193556886
17283-ئالىي مەكتەپتىن=负面=-5.0746327382210294
17305-پاش قىلىش=负面=-10.849015779953621
17306-كۆرۈنۈشى نورمال=负面=-17.56973393953497
17307-خاتالىقى بار=负面=-7.659595238942186
17316-ۋاقتىڭىز ئۇزارغانسىزى=负面=-7.659595238942186
17318-كۆپ خاتالىقلارنى=负面=-7.659595238942186
17319-خاتالىقلارنى سادىر=负面=-7.659595238942186
17320-سادىر قىلىسىز=负面=-7.659595238942186
17381-مەيدىسى ئوچۇق=负面=-11.861229100111837
17388-ئايرىم يول=负面=-9.617143299921395
17424-راستىنى دېسەم=负面=-6.973703829370249
17460-ساقىلى يوق=负面=-4.957548060979208
17463-قالايمىقان يېمەڭ=负面=-8.861229100111837
17464-نابۇد قىلماڭ=负面=-8.861229100111837
17488-سەل بىنورمال=负面=-10.910138700592784
17500-گۈدۈكتىن تەزدۈرمەڭ=负面=-10.885476646358514
17588-سەل بىنورماللىق=负面=-10.910138700592784
17589-بىنورماللىق ھېس=负面=-10.910138700592784
17590-ياخشى ئىشلاردىن=负面=-7.120661269265434
17623-رايونلۇق خەلق=负面=-4.213770673656916
17626-پۇل بېرىپ=负面=-5.841082527000061
17628-نۇرغۇن ۋاقىتلاردا=负面=-9.300514145637358
17629-تارىخىي خارەكتېرلىك=负面=-10.885476646358514
17630-خارەكتېرلىك ياخشى=负面=-10.885476646358514
17632-ئىشلار بولغاندا=负面=-10.885476646358514
17633-ئۈمىدكە تولغان=负面=-10.885476646358514
17634-بەك ئازار=负面=-10.885476646358514
17635-ئازار بېرىدىكەن=负面=-10.885476646358514
17637-جاپا چېكىۋاتقان=负面=-9.885476646358514
17639-زەرەرلەردىن يىراق=负面=-10.885476646358514
17640-يىراق قىلسۇن=负面=-9.300514145637358
17642-سەت گەپنى=负面=-5.957548060979208
17643-گەپنى ئوچۇق=负面=-13.223830571797267
17644-ئوچۇق دىيەلمىدىم=负面=-4.957548060979208
17645-رەسۋالارغا يول=负面=-4.957548060979208
17647-رەسۋالار چىقىدۇ=负面=-4.957548060979208
17648-شاپاق چولپانلىرىمىز=负面=-9.97370382937025
17649-يېڭى گەپلەرنى=负面=-9.97370382937025
17650-گەپلەرنى ئاڭلاپ=负面=-8.388741328649093
17651-ساختا چىرايىغا=负面=-9.97370382937025
17652-چىرايىغا قاراش=负面=-9.97370382937025
17653-ئىسمىنى ئاڭلىساملا=负面=-9.97370382937025
17654-ئىچىمدەمىڭ لەنەت=负面=-9.97370382937025
17655-لەنەت ئوقۇدۇم=负面=-9.97370382937025
17656-سېسىق شالتىقى=负面=-9.97370382937025
17658-سەنئىتىنى بۇلغاۋاتقان=负面=-9.97370382937025
17659-توپ شاپاقلارغا=负面=-9.97370382937025
17670-گەپلەرنى تارقىتىپ=负面=-10.598194694278043
17685-بېشىمنى ئاغرىتتى=负面=-4.957548060979208
17692-پۇتى سپىلىپ=负面=-7.659595238942186
17693-پۇتىنى تىقمايدۇ=负面=-7.659595238942186
17694-ئوخشاش خاتالىقنى=负面=-7.659595238942186
17695-خاتالىقنى تەكرارلاپ=负面=-7.659595238942186
17696-سادىر قىلىۋرىدىغاندىمىز=负面=-7.659595238942186
17704-ئاتا قىلىشىنى=负面=-6.978586050749995
17763-بەك ئۆچ=负面=-4.200163620304889
17774-گۈدۈكنىڭ بىنورماللىقى=负面=-10.910138700592784
17775-بىنورماللىقى بولمامدۇ=负面=-10.910138700592784
17776-رەسىم چىقىرىش=负面=-8.58821060570542
17777-بىردەم ساقلاپ=负面=-10.910138700592784
17789-گەپنىڭ راستىنى=负面=-5.861229100111836
17832-ئۆيگە كىرىپ=负面=-5.600074427496266
17845-رەتسىز قارىغىنا=负面=-5.957548060979208
17895-ئاي بولدى=负面=-2.0506574653706897
17900-سەۋىر ئاتا=负面=-8.300514145637358
17936-كۆپ نەپكە=负面=-11.153409851605147
17937-نەپكە ئىرىشتىم=负面=-11.153409851605147
17938-قوپال سۆزلىگۈچىلەرنى=负面=-11.153409851605147
17939-قىلغۇچىلارنى ياقتۇرمايمەن=负面=-11.153409851605147
17970-سەۋرچانلىقنى مۇقەددەس=负面=-8.120661269265435
17971-مۇقەددەس كىتابلاردىن=负面=-8.120661269265435
17972-كىتابلاردىن ئۈگەندىم=负面=-8.120661269265435
17973-مۇقەددەس كىتابنى=负面=-8.120661269265435
17974-كىتابنى تاشلاپ=负面=-8.120661269265435
17976-مىللىتىمىزگە سالمىغان=负面=-11.598194694278043
17977-ماۋۇنىڭدىنمۇ ئۆتە=负面=-11.598194694278043
17978-تېتىقسىز گەپ=负面=-11.598194694278043
17980-سوئالنى كۆردىڭىزمۇ=负面=-7.659595238942186
17998-تەرجىمە قىلىپتۇ=负面=-9.004995969874006
18030-ئاچچىق بولىدۇ=负面=-18.03888649796366
18058-ئەسلىدە يىغلاپ=负面=-8.120661269265435
18059-ئادەم قورقۇتۇش=负面=-8.120661269265435
18060-قورقۇتۇش ئاجىزلارنىڭ=负面=-8.120661269265435
18061-ئاجىزلارنىڭ ئىش=负面=-8.120661269265435
18062-ھەل قىلىشتىكى=负面=-6.535698768544279
18063-قۇرالى ئىكەن=负面=-8.120661269265435
18065-بىزار قىلىدىغانلىقىنى=负面=-8.120661269265435
18066-ھېس قىلالمامدىغاندۇ=负面=-8.120661269265435
18075-ئاچچىقىم كەلدى=负面=-3.372585560258052
18111-بەك تەستە=负面=-2.4981164423419107
18118-خاپا قىلغىنى=负面=-11.153409851605147
18119-باشلىقنىڭ ئىللىق=负面=-11.153409851605147
18120-ئىللىق مۇئامىلىسى=负面=-11.153409851605147
18122-چوڭ زالدىكى=负面=-11.153409851605147
18123-مىللىتىمدىن بولغان=负面=-11.153409851605147
18124-خانقىزنىڭ قوپال=负面=-11.153409851605147
18125-قوپال مۇئامىلىسى=负面=-11.153409851605147
18126-مۇئامىلىسى بولدى=负面=-11.153409851605147
18127-ئىش بېجىرەمدىكىن=负面=-11.153409851605147
18128-بالدۇر بېجىرىدىكەن=负面=-11.153409851605147
18129-ئىشقا يېرىم=负面=-11.153409851605147
18130-ئۆچىرەت ساقلاتتى=负面=-11.153409851605147
18131-نومۇر كېيىنكىلەرمۇ=负面=-11.153409851605147
18132-بۇرۇن بېجىرىپ=负面=-11.153409851605147
18133-پوق يېگەندەك=负面=-11.153409851605147
18134-كۆڭلۈم غەش=负面=-19.1271136809754
18135-غەش بولۇپ=负面=-11.153409851605147
18153-قان ئازلىق=负面=-5.31330634720783
18193-ئىگىسى بولغان=负面=-3.4981164423419107
18209-ھاراق ئىچكەندىن=负面=-7.861229100111837
18227-ھاردۇق چىقاي=负面=-5.957548060979208
18230-خالىي يەر=负面=-5.957548060979208
18231-يەر بولسا=负面=-3.372585560258052
18232-سەت زېرىكتىم=负面=-5.957548060979208
18234-ئۇيقۇم كەلدى=负面=-3.1501931389216042
18242-پانتىگىن دېگەن=负面=-3.9575480609792084
18243-ھايۋان ئالدىنقى=负面=-5.957548060979208
18247-ئىنكاس قىلغان=负面=-3.9575480609792084
18295-ئىش بولدىمۇ=负面=-6.659595238942186
18298-ئىلتىماس قىلغان=负面=-6.0772486864280415
18330-ئىچىم سىقىلىپ=负面=-4.535698768544279
18337-ھاراق ئىچىپ=负面=-7.5914018874648335
18343-ئىمان بولمىسا=负面=-8.885476646358514
18358-پەرقى يوقكەن=负面=-4.372585560258052
18402-زور پەرق=负面=-7.003248104984265
18418-ئىچىم سىيرىلىپ=负面=-6.535698768544279
18423-يىڭى قانۇن=负面=-8.40179748147454
18449-ھەق گەپ=负面=-2.957548060979208
18465-يۇرت بولسا=负面=-9.300514145637358
18466-نادانلىق جاھالەتتە=负面=-9.300514145637358
18467-جاھالەتتە خەلقىمىز=负面=-9.300514145637358
18468-خەلقىمىز خار=负面=-9.300514145637358
18469-خار زەبۇنلۇقتا=负面=-9.300514145637358
18470-زەبۇنلۇقتا قالدى=负面=-9.300514145637358
18471-خەلقىمىزنىڭ ئىستىقبالى=负面=-9.300514145637358
18474-خەلقنىڭ غېمىنى=负面=-9.300514145637358
18475-غېمىنى قىلش=负面=-9.300514145637358
18476-مەرىپەتكە باشلاشتەك=负面=-9.300514145637358
18477-ئۇلۇغ ۋەزىپىمىز=负面=-9.300514145637358
18478-ۋەزىپىمىز بارلىقىنى=负面=-9.300514145637358
18479-ئېسىمىزدىن چىقاردۇق=负面=-9.300514145637358
18481-غەپلەت ئۇيقۇسىد=负面=-3.6356199660918462
18493-غەپلەت ئۇيقۇسىدا=负面=-3.9575480609792084
18514-گۈدۈك غەيرىلا=负面=-10.325176199871628
18515-غەيرىلا بولۇپ=负面=-10.325176199871628
18553-ساۋاق ئېلىپ=负面=-14.096311136619954
18583-سۇ كىرىپ=负面=-2.787623059536896
18618-مەسئۇللىرىنىڭ تېتىقسىزلىقىنى=负面=-11.598194694278043
18619-تېتىقسىزلىقىنى ئادەمنىڭ=负面=-11.598194694278043
18620-ئادەمنىڭ ئويلىغۇسىمۇ=负面=-11.598194694278043
18621-ئىنكاسنىمۇ تەستىقلاپ=负面=-11.598194694278043
18622-نىمانچە ئۇۋال=负面=-11.598194694278043
18625-جىق چىقىپ=负面=-4.372585560258052
18666-توقماقنى قىلساق=负面=-8.120661269265435
18667-بەك شەخسىيەتچىلىك=负面=-8.120661269265435
18668-شەخسىيەتچىلىك قىلغانلىق=负面=-8.120661269265435
18669-مەدىنيەتنى قۇغداشنى=负面=-8.120661269265435
18672-توپقا تاپشۇرۇش=负面=-8.120661269265435
18682-ئۇيغۇرغا ئاز=负面=-10.52019218227677
18684-دەرت ئەلەمنى=负面=-10.52019218227677
18685-ئەلەمنى ئەخلاقى=负面=-10.52019218227677
18686-ئەخلاقى پاساتچىلىقنى=负面=-10.52019218227677
18688-روھىي يوقىتىشلارنى=负面=-10.52019218227677
18689-سەۋەپ بولدى=负面=-10.137890240371354
18752-قىزلىرىمىز كەيسە=负面=-5.957548060979208
18753-يىگىتلىرىمىز كەيسە=负面=-5.957548060979208
18754-ھازىدارغا ئوخشايدىغان=负面=-5.957548060979208
18755-سەبىيلىرىمىز كەيسە=负面=-5.957548060979208
18756-ئەھۋاللار كۆرىنىۋاتىدۇ=负面=-5.957548060979208
18787-قايتا چۈشۈرۈپ=负面=-8.97328711014667
18795-بىلىمسىز ئادەملەردە=负面=-9.300514145637358
18796-ئادەملەردە غەم=负面=-9.300514145637358
18798-قايغۇ بولمايدۇ=负面=-9.300514145637358
18799-قارنى تويسىلا=负面=-9.300514145637358
18800-قانائەت قىلىدۇ=负面=-9.300514145637358
18801-بىلىملىك ئادەملەرنىڭ=负面=-9.300514145637358
18802-ئادەملەرنىڭ خۇشال=负面=-8.300514145637358
18803-خۇشال چاغلىرى=负面=-9.300514145637358
18804-ئاز غەم=负面=-9.300514145637358
18805-غەم قايغۇدىكى=负面=-9.300514145637358
18806-قايغۇدىكى چاغلىرى=负面=-9.300514145637358
18808-دۇنيادىكى ناھەقچىلىقلەردىن=负面=-9.300514145637358
18813-ياردەم بىرىشنى=负面=-4.372585560258052
18829-تەۋسىيە قىلغانتى=负面=-9.680656854470016
18830-ئوبدان ئەدەپلىك=负面=-5.957548060979208
18831-ئەدەپلىك بالا=负面=-5.957548060979208
18832-بالا ئىدىم=负面=-4.957548060979208
18833-ئىنكاسىنى كۆرسەملا=负面=-5.957548060979208
18834-ئاچچىقىم تۇتۇپ=负面=-5.957548060979208
19007-تىگى پەس=负面=-2.957548060979208
19016-تارىخقا يېزىلغۇسى=负面=-5.957548060979208
19017-ناكەسلەر قاتتىق=负面=-5.957548060979208
19018-قاتتىق جازاغا=负面=-5.5425105617003645
19019-جازاغا تارتىلغۇسى=负面=-5.957548060979208
19054-راستنى ئېيتسام=负面=-5.659595238942186
19056-بەكلا كۆپىيىپ=负面=-6.659595238942186
19057-كۆپىيىپ قالغىلى=负面=-7.659595238942186
19058-بىراقلا تۇتىشىپ=负面=-7.659595238942186
19059-كومپىيوتېرىم چاتاقمۇ=负面=-7.659595238942186
19060-چاتاقمۇ بىلمىدىم=负面=-7.659595238942186
19063-ياققا قايرىپ=负面=-3.6356199660918462
19084-بىچارىنىڭ بېشى=负面=-5.957548060979208
19085-بېشى سەت=负面=-5.957548060979208
19086-سەت يېرىلىپ=负面=-5.957548060979208
19115-توپا سەت=负面=-5.957548060979208
19116-سەت يىغىپ=负面=-5.957548060979208
19129-بەك تېتىقسىزكەن=负面=-11.598194694278043
19130-چەكتىن ئېشىپتۇ=负面=-11.598194694278043
19131-يەرلىرىنى كۆرۈپ=负面=-10.598194694278043
19132-ئىچىم ئېلىشىپ=负面=-9.598194694278043
19144-سەت ياخشى=负面=-5.957548060979208
19172-شېرىن تاتلىق=负面=-5.635619966091846
19192-بەك ماز=负面=-2.957548060979208
19196-بەكلا قولايسىزكەن=负面=-6.659595238942186
