6:46:بەك ئامراق:37:1796:سەت:2:95581,95627
13262:8:ئاۋارە قىلىدىغان:37:1796:سەت:1:87595
13299:1:مەسلە ئەمەس:37:1796:سەت:1:83025
13307:3:شۈك بولۇپ:37:1796:سەت:1:95627
13324:1:تەشەككۈرلەر بولسۇن:27:401:ئاجىز:1:54518
13359:17:زىچ مۇناسىۋەتلىك:6:240:قالايمىقان:1:47870
13402:2:ھۆرمەت قىلغانلىق:28:552:خاتالىق:1:50961
13422:6:ئېسىمدە قېلىشىچە:13:15:لۈكچەك:1:86857
13435:5:كۆڭۈل بۆلەيلى:5:59:ئازار:1:93126
13490:23:ھەددىدىن زىيادە:6:240:قالايمىقان:1:59251
13495:9:ئاللاھ بىلىدۇ:27:401:ئاجىز:1:71342
13511:38:چوڭ ئىشلار:23:87:غەيرى:1:82268
13511:38:چوڭ ئىشلار:37:1796:سەت:1:58582
13526:1:پۇرسەت بولمىدى:37:1796:سەت:1:24638
13544:2:خەۋەرلەرنى يوللاپ:6:240:قالايمىقان:1:61448
13553:1:تېمىنى تولۇق:28:552:خاتالىق:1:77874
13612:20:ئىش قىلغان:37:1796:سەت:1:56193
13640:49:تىن باشلاپ:6:240:قالايمىقان:1:87719
13640:49:تىن باشلاپ:7:76:ئەلەم:1:13833
13640:49:تىن باشلاپ:28:552:خاتالىق:1:76382
13640:49:تىن باشلاپ:37:1796:سەت:1:4201
13644:14:يېرىم يولدا:37:1796:سەت:2:46135,86557
13665:8:تەشۋىق قىلىشقا:37:1796:سەت:1:10723
13729:8:ياخشى بولىشى:37:1796:سەت:1:17971
13739:117:كەن بولسا:28:552:خاتالىق:1:45984
13739:117:كەن بولسا:37:1796:سەت:6:22247,50155,74215,79200,85702,110968
13743:7:خەۋەردار قىلىپ:37:1796:سەت:1:111150
13750:1:ئالدىغا سۈرۈلدى:14:42:ئاۋارىچىلىق:1:59805
13786:1:ئادەم چىشلىگىنى:28:552:خاتالىق:1:68987
13809:10:ياخشى تىلەك:37:1796:سەت:1:42511
13855:22:يېرى جەننەتتە:7:76:ئەلەم:1:86652
13855:22:يېرى جەننەتتە:22:177:قايغۇ:3:60788,60791,60795
13898:2:ئۇلۇغ ئىنسان:2:49:قوپال:1:59125
13898:2:ئۇلۇغ ئىنسان:31:1:كەمسىتمەك:1:59125
13902:2:يولىغا ماڭغان:37:1796:سەت:1:86147
13935:8:ئىشتىن سىرتقى:37:1796:سەت:1:37682
13970:5:خاتا چۈشىنىش:37:1796:سەت:1:8373
13983:1:تارىختىن تارتىپ:37:1796:سەت:1:85233
13987:14:چوڭ باي:22:177:قايغۇ:1:55121
14002:8:دەرىجىسى يۇقىرى:37:1796:سەت:1:97024
14041:3:ئاسانغا چۈشمەيدۇ:36:17:يامان نىيەت:1:33757
14049:9:ياخشى ئامال:37:1796:سەت:1:77311
14073:2:يەنىمۇ ياخشى:5:59:ئازار:1:61082
14100:1:قىممەتلىك پۇرسەت:37:1796:سەت:1:23640
14103:47:ئاز قالدى:28:552:خاتالىق:2:104843,106605
14111:14:ماشىنا ھەيدەپ:37:1796:سەت:1:93899
14156:10:ئاسان قىلغاي:27:401:ئاجىز:1:36588
14250:12:ھازىرقى ھالىتى:23:87:غەيرى:1:82268
14250:12:ھازىرقى ھالىتى:28:552:خاتالىق:2:99179,99183
14268:69:ئىش بولسا:6:240:قالايمىقان:1:89170
14268:69:ئىش بولسا:14:42:ئاۋارىچىلىق:1:55179
14268:69:ئىش بولسا:27:401:ئاجىز:4:89153,89154,89172,108546
14268:69:ئىش بولسا:28:552:خاتالىق:3:89170,102048,102071
14268:69:ئىش بولسا:37:1796:سەت:4:50258,102442,108546,110858
14311:36:ئەڭ نادىر:27:401:ئاجىز:1:15735
14311:36:ئەڭ نادىر:37:1796:سەت:1:66506
14444:3:تاماق يىگەن:37:1796:سەت:1:89684
14533:30:كۆپ تىل:15:38:ھادىسە:1:16968
14547:2:ياخشى بولغاندىكىن:28:552:خاتالىق:1:84706
14547:2:ياخشى بولغاندىكىن:37:1796:سەت:2:84645,84706
14555:5:ناھايىتى چوڭقۇر:15:38:ھادىسە:1:16968
14570:15:كۆك رەڭ:37:1796:سەت:1:60424
14597:20:خۇدا ساقلىسۇن:6:240:قالايمىقان:2:87718,87719
14597:20:خۇدا ساقلىسۇن:27:401:ئاجىز:1:98353
14599:1:پۈتۈن ئاۋام:37:1796:سەت:1:92041
14608:3:يىللىق توختام:29:121:زەربە:1:68264
14612:72:ن قايتىپ:36:17:يامان نىيەت:1:12647
14612:72:ن قايتىپ:37:1796:سەت:3:74318,85310,87588
14649:15:مىسى يوق:6:240:قالايمىقان:1:32975
14649:15:مىسى يوق:37:1796:سەت:1:59198
14651:7:بەك ئاجىز:27:401:ئاجىز:7:61,13191,73278,80684,80685,89341,108284
14680:3:ھېس قىلدۇرۇش:37:1796:سەت:1:6370
14722:8:ھەق ناھەق:17:110:قانۇنسىز:1:21837
14734:3:تىز چىكىنىپ:28:552:خاتالىق:1:102529
14806:1:خاتىرجەم مۇسابىقە:37:1796:سەت:1:51595
14828:18:ئالدىنقى شەرت:37:1796:سەت:1:21153
14878:7:ئىشلارنى قىلدى:37:1796:سەت:1:30182
14911:3:چوڭقۇر بولغان:27:401:ئاجىز:1:96638
14928:18:ئىچىگە كىرىپ:6:240:قالايمىقان:2:13642,79718
14928:18:ئىچىگە كىرىپ:37:1796:سەت:1:88622
14941:15:بارلىققا كېلىدۇ:37:1796:سەت:1:32224
14965:19:خىلى كۆپ:2:49:قوپال:1:75640
14965:19:خىلى كۆپ:23:87:غەيرى:1:21985
14965:19:خىلى كۆپ:27:401:ئاجىز:6:79258,79262,79325,79353,80168,80178
14969:54:چوڭ كىچىك:37:1796:سەت:2:18253,55965
15092:13:ناملىق فىلىمنى:6:240:قالايمىقان:2:88815,88828
15094:5:كۈنلا قالدى:37:1796:سەت:1:77834
15126:51:غايەت زور:28:552:خاتالىق:1:59458
15126:51:غايەت زور:29:121:زەربە:1:80728
15126:51:غايەت زور:37:1796:سەت:2:24601,80728
15130:14:كۆپ قىسىملىق:37:1796:سەت:1:41139
15228:2:مەۋجۈت بولغان:32:111:ساختا:1:60261
15229:6:ۋاز كىچىش:37:1796:سەت:1:33478
15284:3:ھازىرقى دەۋردە:15:38:ھادىسە:1:3355
15297:21:ئاز بولغان:37:1796:سەت:1:77757
15316:11:ئېغىر كۆرمەي:37:1796:سەت:1:72561
15349:7:مۇئامىلە قىلىپ:2:49:قوپال:1:25208
15349:7:مۇئامىلە قىلىپ:28:552:خاتالىق:1:73961
15366:33:تەۋسىيە قىلاي:18:68:زوراۋانلىق:1:82421
15366:33:تەۋسىيە قىلاي:28:552:خاتالىق:1:37623
15374:5:ئاچچىقى يامان:37:1796:سەت:1:51767
15385:1:سەت ئامراق:37:1796:سەت:1:88779
15386:3:ئامراق مۇ:37:1796:سەت:1:102348
15393:1:سەت تۇرىدۇ:37:1796:سەت:1:94899
15420:18:ئەھمىيەتكە ئىگە:29:121:زەربە:1:27400
15420:18:ئەھمىيەتكە ئىگە:37:1796:سەت:1:27400
15433:3:خېلى چۈشىنىدۇ:37:1796:سەت:3:75131,75148,75160
15465:6:شەكلى بولۇپ:37:1796:سەت:1:87846
15521:37:قانۇنغا خىلاپ:17:110:قانۇنسىز:2:3628,66410
15554:25:دىققەت قىلماي:6:240:قالايمىقان:1:100153
15556:3:ۋاي ئېسىت:37:1796:سەت:1:74482
15558:1:قولدىن چىقارماسلىق:27:401:ئاجىز:1:36177
15563:7:ئەمەلگە ئاشماي:30:25:ئىسراپچىلىق:1:42149
15583:1:ساختا پۇل:32:111:ساختا:1:73255
15592:14:پۇل بار:37:1796:سەت:1:102686
15605:16:كۆڭۈل بۆلۈپ:27:401:ئاجىز:1:59155
15627:76:گەپ قىلما:6:240:قالايمىقان:2:60706,101830
15627:76:گەپ قىلما:37:1796:سەت:5:52015,54193,55634,97323,101376
15658:1:كۆزۈمدىن يوقال:37:1796:سەت:1:108818
15712:13:چوڭ خاتالىق:6:240:قالايمىقان:1:89170
15712:13:چوڭ خاتالىق:28:552:خاتالىق:13:4140,5035,35259,45235,50100,58761,61345,74429,84248,88754,89170,103333,103335
15721:1:ناپاك بولۇپ:36:17:يامان نىيەت:1:36414
15724:15:كىتاپ ئوقۇش:37:1796:سەت:1:53083
15748:7:چوڭ بولغىنى:28:552:خاتالىق:1:94719
15748:7:چوڭ بولغىنى:37:1796:سەت:1:94719
15770:2:بوزەك بولما:6:240:قالايمىقان:1:63080
15809:58:گەپ قىلماي:37:1796:سەت:3:52015,55634,97323
15851:4:ھوقۇقىڭىز بار:17:110:قانۇنسىز:1:83689
15862:22:سۆز بولۇپ:27:401:ئاجىز:1:15071
15862:22:سۆز بولۇپ:37:1796:سەت:1:29428
15890:2:ئېنىق دەپ:37:1796:سەت:1:82566
15904:36:ئوغۇل بالا:37:1796:سەت:1:79427
15950:6:لەنەت بولسۇن:22:177:قايغۇ:1:36391
15952:1:قان قىلغۇچى:6:240:قالايمىقان:1:82582
15953:6:بىللە بولغان:33:36:تېتىقسىز:1:54522
15971:23:سىنى ياخشى:28:552:خاتالىق:1:82234
15971:23:سىنى ياخشى:37:1796:سەت:1:57911
15983:17:قۇربان بولغان:37:1796:سەت:1:81027
15995:2:چۈشۈمگە كىرىپ:37:1796:سەت:1:109722
16013:21:يىل بوپتۇ:22:177:قايغۇ:1:58123
16013:21:يىل بوپتۇ:37:1796:سەت:2:50510,58123
16027:5:ئاللاھتىن كەلدۇق:22:177:قايغۇ:1:59810
16028:4:ئاللاھقا قايتىمىز:22:177:قايغۇ:1:59810
16052:2:ساراڭ ساراڭ:1:58:بىنورمال:1:103825
16066:5:يولدىن چىقىپ:37:1796:سەت:1:98516
16073:6:كۆڭلۈم يىرىم:28:552:خاتالىق:1:93905
16113:3:كۆڭلىگە ئازار:5:59:ئازار:3:88863,96970,99213
16113:3:كۆڭلىگە ئازار:27:401:ئاجىز:1:99213
16122:171:رازى بول:2:49:قوپال:1:63340
16122:171:رازى بول:6:240:قالايمىقان:1:39067
16122:171:رازى بول:17:110:قانۇنسىز:1:66779
16122:171:رازى بول:18:68:زوراۋانلىق:1:25728
16122:171:رازى بول:19:5:خاتىرجەمسىز:1:86086
16122:171:رازى بول:28:552:خاتالىق:1:98740
16122:171:رازى بول:29:121:زەربە:1:47188
16122:171:رازى بول:37:1796:سەت:2:89660,100046
16139:4:بۈگۈن ئەسلى:28:552:خاتالىق:2:100370,100376
16178:34:سىنى دەپ:28:552:خاتالىق:1:35259
16178:34:سىنى دەپ:37:1796:سەت:1:61084
16179:7:ئاشىق بولۇپ:37:1796:سەت:1:103527
16198:15:توي قىلسا:37:1796:سەت:1:40544
16267:1:ھېسابقا ئالمىغاندىمۇ:14:42:ئاۋارىچىلىق:1:91583
16273:1:سىياسەت چىقتى:37:1796:سەت:1:91668
16275:1:يەرگە ئېسىپ:37:1796:سەت:1:91668
16278:2:سەت لاۋزا:37:1796:سەت:2:91675,91676
16279:2:لاۋزا تىتىقسىز:37:1796:سەت:2:91675,91676
16283:2:قالايمىقانچىلىق ئىچىدە:6:240:قالايمىقان:2:91691,100505
16284:1:ئىچىدە تۇرۇۋاتىدۇ:6:240:قالايمىقان:1:91691
16285:1:ئىراق ئۇرۇشىدىن:6:240:قالايمىقان:1:91691
16286:1:ئىسمىنى قوشتى:6:240:قالايمىقان:1:91691
16293:7:بەكلا ئاستا:1:58:بىنورمال:1:95689
16293:7:بەكلا ئاستا:37:1796:سەت:1:91699
16294:1:ئاستا تۇرىدا:37:1796:سەت:1:91699
16296:1:سەت ئىچىم:37:1796:سەت:1:91699
16297:12:ئىچىم سىقىلدى:33:36:تېتىقسىز:1:102749
16297:12:ئىچىم سىقىلدى:37:1796:سەت:1:91699
16299:125:نەق مەيدان:6:240:قالايمىقان:2:108494,108495
16299:125:نەق مەيدان:27:401:ئاجىز:2:41545,51198
16323:8:ئاي بوپتۇ:23:87:غەيرى:1:71211
16331:71:ئىملا خاتالىقى:27:401:ئاجىز:1:60892
16331:71:ئىملا خاتالىقى:28:552:خاتالىق:71:21325,30306,31645,32752,32958,37623,39326,39328,39340,41795,45984,52875,52904,53101,55408,55411,55794,59189,60160,60892,61427,61949,61971,62432,62544,63355,63357,66314,68647,68657,70732,71154,71171,71195,71710,72528,74357,74362,74975,75481,75893,76157,76159,76493,77714,78119,81266,81708,82714,84988,87921,87926,87947,89772,91915,92297,92298,93259,93312,93324,93451,93765,94486,96829,97590,99132,99610,101463,104051,104076,104843
16331:71:ئىملا خاتالىقى:29:121:زەربە:1:93324
16332:1:خاتالىقى باكەن:28:552:خاتالىق:1:91915
16343:4:قولىمىزدىن كېلىشىچە:37:1796:سەت:1:95627
16359:1:تىلگىرافنىڭ يېڭى:33:36:تېتىقسىز:1:92024
16360:1:يېڭى ئېلانىكەن:33:36:تېتىقسىز:1:92024
16361:6:بەك تېتىقسىز:28:552:خاتالىق:1:101043
16361:6:بەك تېتىقسىز:33:36:تېتىقسىز:6:83507,85298,89643,92024,101042,101043
16362:1:تېتىقسىز ھېس:33:36:تېتىقسىز:1:92024
16363:1:يولۋاس بولىمەن:33:36:تېتىقسىز:1:92024
16364:2:ئىت بولۇپ:33:36:تېتىقسىز:1:92024
16385:10:خاتا ئىش:28:552:خاتالىق:1:84126
16425:1:كونا تەرجىمىنى:17:110:قانۇنسىز:1:81982
16427:15:تەشەببۇس قىلىمەن:17:110:قانۇنسىز:1:81982
16428:6:ئاز كۈندىن:17:110:قانۇنسىز:1:81982
16428:6:ئاز كۈندىن:27:401:ئاجىز:1:25224
16428:6:ئاز كۈندىن:37:1796:سەت:1:99788
16429:6:قانۇنسىز دىنىي:17:110:قانۇنسىز:6:57868,57869,57871,57945,58399,58404
16438:115:قوش تىل:37:1796:سەت:3:80576,82265,103633
16447:4:خاتالىق باركەن:28:552:خاتالىق:4:38591,41790,58030,99242
16448:32:مۇسۇلمان بولغان:17:110:قانۇنسىز:1:97731
16448:32:مۇسۇلمان بولغان:28:552:خاتالىق:1:54201
16448:32:مۇسۇلمان بولغان:32:111:ساختا:1:97731
16448:32:مۇسۇلمان بولغان:37:1796:سەت:2:46263,49766
16455:9:گۈزەل ئەمەس:33:36:تېتىقسىز:1:92307
16455:9:گۈزەل ئەمەس:37:1796:سەت:1:61260
16478:1:ئوبدانلا ئىملا:28:552:خاتالىق:1:74362
16487:2:گەپ خاتا:28:552:خاتالىق:1:73936
16500:10:خاتا يېزىلىپ:28:552:خاتالىق:1:76587
16520:7:چىرايلىق ئەمەس:37:1796:سەت:1:20683
16538:1:ئۆچ بولىدىغان:37:1796:سەت:1:101373
16545:5:بەك ئەرزان:32:111:ساختا:1:76904
16545:5:بەك ئەرزان:37:1796:سەت:1:40307
16550:2:گەپ قىلىدىغانلار:6:240:قالايمىقان:1:97779
16552:8:قالايمىقان گەپ:6:240:قالايمىقان:8:60706,60714,77969,83166,87584,97338,101830,105143
16556:8:قولدىن بېرىپ:37:1796:سەت:1:39095
16559:12:چوڭ گۇناھ:37:1796:سەت:1:61122
16661:1:ئايتۈنۈزخانىدا خاتالىق:28:552:خاتالىق:1:31148
16662:1:خاتالىق ئۆچ:28:552:خاتالىق:1:88765
16663:12:ئۆچ بولدۇم:13:15:لۈكچەك:1:92843
16663:12:ئۆچ بولدۇم:28:552:خاتالىق:2:31148,107189
16690:19:بەك قاتتىق:28:552:خاتالىق:1:83733
16690:19:بەك قاتتىق:37:1796:سەت:1:29015
16696:14:خەت نورمال:28:552:خاتالىق:1:108508
16697:87:نورمال ئەمەس:1:58:بىنورمال:2:91312,91322
16697:87:نورمال ئەمەس:28:552:خاتالىق:4:31645,39498,41742,108508
16739:18:نورمال ئەمەسقۇ:28:552:خاتالىق:1:41742
16745:38:گەپ ئەمەس:27:401:ئاجىز:2:91212,91213
16745:38:گەپ ئەمەس:37:1796:سەت:1:91213
16797:2:گەپ قىلاقىلمايلا:27:401:ئاجىز:1:49840
16811:10:ئادەملەر كۆپ:23:87:غەيرى:1:75906
16817:11:مەجبۇر بولىدۇ:7:76:ئەلەم:1:19500
16817:11:مەجبۇر بولىدۇ:37:1796:سەت:1:19500
16820:1:بۇلغانغان زېھىنىمىز:37:1796:سەت:1:31299
16823:1:مېۋېسىنى كۆرسەتمەكتە:37:1796:سەت:1:31299
16845:19:خۇدايىم ساقلىسۇن:6:240:قالايمىقان:1:87721
16845:19:خۇدايىم ساقلىسۇن:37:1796:سەت:1:80548
16865:8:خەت يازىدىغان:28:552:خاتالىق:1:31645
16866:2:خەتنى يېزىۋاتقان:28:552:خاتالىق:1:49463
16871:26:مىكرو بىلوگىدا:18:68:زوراۋانلىق:1:86241
16875:2:قولايسىز ھېس:14:42:ئاۋارىچىلىق:1:50856
16899:6:تور كۆرگۈچتە:28:552:خاتالىق:1:47466
16905:87:دىققەت قىلىڭ:27:401:ئاجىز:1:90722
16905:87:دىققەت قىلىڭ:28:552:خاتالىق:2:51563,61427
16905:87:دىققەت قىلىڭ:32:111:ساختا:1:65915
16907:17:يۇقۇملۇق كېسەل:6:240:قالايمىقان:1:86281
16907:17:يۇقۇملۇق كېسەل:17:110:قانۇنسىز:1:12854
16937:51:گەپ قىلسا:37:1796:سەت:2:109024,109042
16939:11:گەپ قىلمىسا:6:240:قالايمىقان:1:97338
16948:5:گۈدۈككە تىزىملاتقان:37:1796:سەت:1:88024
16953:2:مۇساپىنى بېسىپ:28:552:خاتالىق:1:75154
16958:47:ئادا قىلىش:27:401:ئاجىز:1:98810
16958:47:ئادا قىلىش:37:1796:سەت:1:40544
16959:41:ئىگە بولۇش:27:401:ئاجىز:1:30621
16959:41:ئىگە بولۇش:37:1796:سەت:3:14588,23006,79934
16963:2:يىغا تۇتتى:37:1796:سەت:1:95310
16977:29:توي قىلىپ:37:1796:سەت:1:44197
16996:12:بوش ئورۇن:28:552:خاتالىق:1:21325
16996:12:بوش ئورۇن:37:1796:سەت:1:74742
16997:8:ئورۇن بار:37:1796:سەت:2:62132,74742
16998:1:رۇخسەت سورىسا:37:1796:سەت:1:31454
17000:2:ساندانى ئىكەن:37:1796:سەت:2:55106,55130
17012:2:بەخت ئىچىدە:37:1796:سەت:1:92801
17049:48:ھۇجۇم قىلىش:17:110:قانۇنسىز:1:36077
17049:48:ھۇجۇم قىلىش:37:1796:سەت:2:88454,103339
17057:37:كۆڭۈل بۆلۈش:1:58:بىنورمال:1:20457
17057:37:كۆڭۈل بۆلۈش:5:59:ئازار:1:93126
17057:37:كۆڭۈل بۆلۈش:28:552:خاتالىق:1:100743
17057:37:كۆڭۈل بۆلۈش:37:1796:سەت:1:17398
17059:4:تەس بولىدىغان:37:1796:سەت:2:39406,39706
17063:6:دات بېسىپ:5:59:ئازار:4:48982,49164,49977,57423
17074:1:راھىتى ئۇچۇن:37:1796:سەت:1:31519
17081:9:بىئارام بولۇپ:27:401:ئاجىز:1:25656
17112:8:ياش تۇرۇپ:7:76:ئەلەم:3:83821,101844,101977
17112:8:ياش تۇرۇپ:27:401:ئاجىز:1:74721
17121:82:ئالى مەكتەپ:23:87:غەيرى:2:52232,52241
17121:82:ئالى مەكتەپ:28:552:خاتالىق:3:13647,52232,52241
17121:82:ئالى مەكتەپ:37:1796:سەت:3:25569,52232,52241
17148:10:كىشىلىك مۇناسىۋەت:37:1796:سەت:1:88241
17163:9:كۆپ ئادەملەر:37:1796:سەت:2:29112,89244
17185:3:ھالەتتە ياتقان:27:401:ئاجىز:1:25656
17212:1:باشقىلارنىڭ خاتالىقىغا:28:552:خاتالىق:1:31526
17215:39:دۇچ كەلگەن:37:1796:سەت:1:2425
17270:3:قازانغا يولۇقساڭ:33:36:تېتىقسىز:2:78269,78271
17276:46:يىل بۇرۇنقى:6:240:قالايمىقان:1:87721
17276:46:يىل بۇرۇنقى:37:1796:سەت:1:47669
17279:30:ئالىي مەكتەپنى:37:1796:سەت:1:72565
17283:6:ئالىي مەكتەپتىن:28:552:خاتالىق:1:76382
17305:24:پاش قىلىش:17:110:قانۇنسىز:2:33840,83388
17305:24:پاش قىلىش:28:552:خاتالىق:1:31645
17305:24:پاش قىلىش:37:1796:سەت:1:17540
17306:2:كۆرۈنۈشى نورمال:1:58:بىنورمال:1:94189
17306:2:كۆرۈنۈشى نورمال:28:552:خاتالىق:2:31645,94189
17307:14:خاتالىقى بار:28:552:خاتالىق:14:31645,39326,60160,62432,69877,71710,74362,76157,76159,93259,94486,99610,101463,104843
17316:1:ۋاقتىڭىز ئۇزارغانسىزى:28:552:خاتالىق:1:31657
17318:1:كۆپ خاتالىقلارنى:28:552:خاتالىق:1:31657
17319:2:خاتالىقلارنى سادىر:28:552:خاتالىق:2:19494,31657
17320:1:سادىر قىلىسىز:28:552:خاتالىق:1:31657
17381:2:مەيدىسى ئوچۇق:13:15:لۈكچەك:1:50280
17388:4:ئايرىم يول:28:552:خاتالىق:1:31093
17388:4:ئايرىم يول:37:1796:سەت:1:31093
17389:44:تەلەپ قىلىش:27:401:ئاجىز:1:7410
17389:44:تەلەپ قىلىش:28:552:خاتالىق:1:31093
17389:44:تەلەپ قىلىش:37:1796:سەت:2:31093,75309
17403:27:چوڭ قىل:38:13:قىلتاق:1:57713
17424:8:راستىنى دېسەم:32:111:ساختا:1:70209
17460:2:ساقىلى يوق:37:1796:سەت:1:80999
17463:1:قالايمىقان يېمەڭ:6:240:قالايمىقان:1:31814
17464:1:نابۇد قىلماڭ:6:240:قالايمىقان:1:31814
17488:7:سەل بىنورمال:1:58:بىنورمال:7:31851,50065,54303,66653,72580,91312,91322
17500:1:گۈدۈكتىن تەزدۈرمەڭ:5:59:ئازار:1:31859
17574:31:نەشر قىلىنغان:17:110:قانۇنسىز:1:60899
17588:1:سەل بىنورماللىق:1:58:بىنورمال:1:72580
17589:1:بىنورماللىق ھېس:1:58:بىنورمال:1:72580
17590:2:ياخشى ئىشلاردىن:27:401:ئاجىز:1:70998
17623:15:رايونلۇق خەلق:27:401:ئاجىز:1:47136
17626:11:پۇل بېرىپ:22:177:قايغۇ:1:24427
17628:3:نۇرغۇن ۋاقىتلاردا:5:59:ئازار:1:72964
17629:1:تارىخىي خارەكتېرلىك:5:59:ئازار:1:72964
17630:1:خارەكتېرلىك ياخشى:5:59:ئازار:1:72964
17631:26:ياخشى ئىشلار:5:59:ئازار:1:72964
17631:26:ياخشى ئىشلار:27:401:ئاجىز:1:70998
17631:26:ياخشى ئىشلار:28:552:خاتالىق:1:40843
17632:1:ئىشلار بولغاندا:5:59:ئازار:1:72964
17633:1:ئۈمىدكە تولغان:5:59:ئازار:1:72964
17634:1:بەك ئازار:5:59:ئازار:1:72964
17635:1:ئازار بېرىدىكەن:5:59:ئازار:1:72964
17637:2:جاپا چېكىۋاتقان:5:59:ئازار:1:72964
17639:1:زەرەرلەردىن يىراق:5:59:ئازار:1:72964
17640:3:يىراق قىلسۇن:5:59:ئازار:1:72964
17642:4:سەت گەپنى:37:1796:سەت:4:215,7353,73119,83146
17643:5:گەپنى ئوچۇق:1:58:بىنورمال:2:91312,91322
17643:5:گەپنى ئوچۇق:37:1796:سەت:1:73119
17644:2:ئوچۇق دىيەلمىدىم:37:1796:سەت:1:73119
17645:2:رەسۋالارغا يول:37:1796:سەت:1:73119
17646:3:يول قويساق:37:1796:سەت:1:73119
17647:2:رەسۋالار چىقىدۇ:37:1796:سەت:1:73119
17648:1:شاپاق چولپانلىرىمىز:32:111:ساختا:1:73134
17649:1:يېڭى گەپلەرنى:32:111:ساختا:1:73134
17650:3:گەپلەرنى ئاڭلاپ:32:111:ساختا:1:73134
17651:1:ساختا چىرايىغا:32:111:ساختا:1:73134
17652:1:چىرايىغا قاراش:32:111:ساختا:1:73134
17653:1:ئىسمىنى ئاڭلىساملا:32:111:ساختا:1:73134
17654:1:ئىچىمدەمىڭ لەنەت:32:111:ساختا:1:73134
17655:1:لەنەت ئوقۇدۇم:32:111:ساختا:1:73134
17656:1:سېسىق شالتىقى:32:111:ساختا:1:73134
17658:1:سەنئىتىنى بۇلغاۋاتقان:32:111:ساختا:1:73134
17659:1:توپ شاپاقلارغا:32:111:ساختا:1:73134
17670:2:گەپلەرنى تارقىتىپ:33:36:تېتىقسىز:1:68989
17685:2:بېشىمنى ئاغرىتتى:37:1796:سەت:1:95850
17692:1:پۇتى سپىلىپ:28:552:خاتالىق:1:73378
17693:1:پۇتىنى تىقمايدۇ:28:552:خاتالىق:1:73378
17694:1:ئوخشاش خاتالىقنى:28:552:خاتالىق:1:73378
17695:1:خاتالىقنى تەكرارلاپ:28:552:خاتالىق:1:73378
17696:1:سادىر قىلىۋرىدىغاندىمىز:28:552:خاتالىق:1:73378
17697:15:گەپنى قىلسام:6:240:قالايمىقان:1:108912
17703:7:ئۇلۇغ ئاللاھنىڭ:32:111:ساختا:1:56858
17704:5:ئاتا قىلىشىنى:22:177:قايغۇ:1:66305
17763:11:بەك ئۆچ:28:552:خاتالىق:1:107189
17774:1:گۈدۈكنىڭ بىنورماللىقى:1:58:بىنورمال:1:74345
17775:1:بىنورماللىقى بولمامدۇ:1:58:بىنورمال:1:74345
17776:5:رەسىم چىقىرىش:1:58:بىنورمال:1:74345
17777:1:بىردەم ساقلاپ:1:58:بىنورمال:1:74345
17789:8:گەپنىڭ راستىنى:6:240:قالايمىقان:1:97338
17821:30:گەپ قىلغان:6:240:قالايمىقان:1:48138
17821:30:گەپ قىلغان:27:401:ئاجىز:1:48138
17821:30:گەپ قىلغان:28:552:خاتالىق:2:77091,77094
17821:30:گەپ قىلغان:37:1796:سەت:1:78041
17832:13:ئۆيگە كىرىپ:22:177:قايغۇ:1:18679
17838:25:ھىس قىلىپ:37:1796:سەت:1:81672
17845:1:رەتسىز قارىغىنا:37:1796:سەت:1:75074
17851:1:سەت تويۇپ:37:1796:سەت:1:75199
17853:62:گەپ قىلىپ:6:240:قالايمىقان:2:60714,83166
17853:62:گەپ قىلىپ:37:1796:سەت:4:75199,82098,90347,93909
17854:2:يامان گىپىنى:37:1796:سەت:1:75199
17855:1:گىپىنى قىلىپ:37:1796:سەت:1:75199
17856:1:سىڭىللىرىغا قاراپ:37:1796:سەت:1:75199
17857:33:پۈتۈن ئۇيغۇر:27:401:ئاجىز:2:81612,81778
17857:33:پۈتۈن ئۇيغۇر:30:25:ئىسراپچىلىق:1:4170
17857:33:پۈتۈن ئۇيغۇر:37:1796:سەت:1:75199
17858:1:تىل تەككۈزۈشنىلا:37:1796:سەت:1:75199
17886:40:بەك ئېغىر:28:552:خاتالىق:1:84484
17886:40:بەك ئېغىر:37:1796:سەت:5:102076,109047,109048,109050,109051
17895:15:ئاي بولدى:37:1796:سەت:1:49579
17900:6:سەۋىر ئاتا:5:59:ئازار:1:61289
17901:32:ئاتا قىلغىن:5:59:ئازار:1:61289
17936:1:كۆپ نەپكە:2:49:قوپال:1:75640
17937:1:نەپكە ئىرىشتىم:2:49:قوپال:1:75640
17938:1:قوپال سۆزلىگۈچىلەرنى:2:49:قوپال:1:75640
17939:1:قىلغۇچىلارنى ياقتۇرمايمەن:2:49:قوپال:1:75640
17941:12:كۆپ بولغىنى:37:1796:سەت:2:61487,61488
17943:30:ناھايىتى ئاز:22:177:قايغۇ:1:81705
17943:30:ناھايىتى ئاز:37:1796:سەت:1:29260
17954:47:تەشۋىق قىلىش:28:552:خاتالىق:1:71710
17954:47:تەشۋىق قىلىش:37:1796:سەت:5:10723,61181,61183,61287,79982
17970:1:سەۋرچانلىقنى مۇقەددەس:27:401:ئاجىز:1:76563
17971:1:مۇقەددەس كىتابلاردىن:27:401:ئاجىز:1:76563
17972:1:كىتابلاردىن ئۈگەندىم:27:401:ئاجىز:1:76563
17973:1:مۇقەددەس كىتابنى:27:401:ئاجىز:1:76563
